"","ID","enumerator","date","district","sub","trader.q3","trader.q4","trader.q5","trader.q6","trader.q7","trader.q8","trader.q9","trader.q10","trader.q11","trader.q12","trader.q14","trader.q16","trader.q17","trader.q18.Bongo","trader.q18.Ghee","trader.q18.Other","trader.q19","trader.q20","trader.q21","trader.q22","trader.q23","trader.q24","trader.q25","trader.q26","trader.q27","trader.q28","trader.q29","trader.q30","trader.q31","trader.q33","trader.q35","trader.q36","trader.q37","trader.q38","trader.q39","trader.q40","trader.q41","trader.q42","trader.q43","trader.q44","trader.q45","trader.q46","trader.q47","trader.q48","trader.q49","trader.q50","trader.q51","trader.q52","trader.q53","trader.q54","trader.q55","trader.q56","trader.q57","trader.q58","trader.q59","trader.q60.1","trader.q60.2","trader.q60.3","trader.q60.4","trader.q60.5","trader.q60.96","trader.q61","trader.q62","trader.q63","trader.q64","trader.q65","trader.q66","trader.q67","trader.q68","trader.q69","trader.q70","trader.q71","trader.q72","trader.q73","trader.q74","trader.q75","trader.q76","trader.q77","trader.q78","trader.q80","trader.q81","trader.q82","trader.q83","trader.q83b","trader.q84","trader.q85","trader.q85b","trader.q86","trader.q87","trader.q88","trader.q89","trader.q91","trader.q92","trader.q93","trader.q94","trader.q95","trader.q96","trader.q97","trader.q98","trader.q99.1","trader.q99.2","trader.q99.3","trader.q99.4","trader.q100","trader.q101","trader.q102","trader.q103","shed"
"164","T_164","EN_15","9/11/2018","KIBOGA","DWANIRO",30,"Male",4,"No","3",8,1,2,"KIBOGA","DWANIRO",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2014","1/1/2014",100,4,2,"2","n/a","1","2","Yes","Yes",1050,1,4,200,0,0,200,0,0,0,0,0,800,1,4,500,0,0,999,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,5,1,0,1,1,1,3,"Yes",300,3,4,"Yes","Yes","Yes","08:30:00.000+03","n/a","n/a","n/a","96","1","4","3","1","n/a","n/a","n/a","n/a","100","200","1","Yes","2","Yes","No","Yes","TRUE","FALSE","FALSE","FALSE","Yes","4000000","Yes","BOUGHT FRESIAN COWS","C"
"165","T_165","EN_7","9/9/2018","KIBOGA","KAPEKE",26,"Male",2,"Yes","n/a",5,1,2,"KIBOGA","KYAYIMBA",1,3,"No","n/a","n/a","n/a","Yes","50","1/1/2006","1/1/2006",20,30,15,"1","1","1","1","Yes","Yes",1200,1,1,50,0,0,50,0,0,0,0,0,1100,1,1,100,0,0,0,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,0,1,1,1,1,1,3,"Yes",100,3,10,"Yes","Yes","Yes","09:01:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a","C"
"166","T_166","EN_10","9/11/2018","KIBOGA","KAPEKE",20,"Male",4,"No","3",7,1,2,"KIBOGA","KAPEKE",96,2,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",100,10,2,"n/a","1","3","3","No","Yes",1100,1,6,285,0,0,200,0,0,0,0,0,600,1,3,66,0,0,66,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,1,0,0,1,1,1,0,0,3,"Yes",220,4,3,"Yes","Yes","Yes","08:30:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","10","999","3","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","No","n/a","n/a","n/a","C"
"167","T_167","EN_10","9/11/2018","KIBOGA","KAPEKE",36,"Male",2,"Yes","n/a",10,2,2,"KIBOGA","KAPEKE",1,3,"No","n/a","n/a","n/a","Yes","25","1/1/2018","1/1/2018",50,3,2,"1","1","1","1","Yes","Yes",1400,1,5,70,0,3,70,0,0,3,0,0,800,1,9,155,0,0,150,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,6,0,2,1,0,0,2,"n/a",200,3,3,"Yes","Yes","Yes","09:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","No","Yes","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a","C"
"168","T_168","EN_10","9/11/2018","KIBOGA","KAPEKA",20,"Male",4,"No","3",20,1,2,"KIBOGA","KAPEKA",1,3,"Yes","FALSE","TRUE","FALSE","Yes","50","1/1/2012","1/1/2012",80,20,10,"1","1","1","3","Yes","Yes",800,1,6,100,0,20,70,0,20,0,20,0,700,1,6,120,0,7,120,0,40,20,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,1,0,7,1,0,1,2,2,3,"No",200,3,4,"Yes","Yes","Yes","09:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","TRUE","Yes","600000","Yes","Increasing the quantity of milk for trade","C"
"169","T_169","EN_17","9/11/2018","KIBOGA","KAPEKE",28,"Male",4,"No","3",13,2,2,"KIBOGA","KAPEKE",3,3,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",80,6,4,"1","1","3","1","Yes","Yes",900,1,7,150,0,2,146,0,0,0,0,0,500,1,7,250,0,2,200,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",5,2,0,0,1,1,1,0,2,3,"No",200,3,7,"Yes","Yes","Yes","21:30:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","No","n/a","n/a","n/a","C"
"170","T_170","EN_17","9/11/2018","KIBOGA","KAPEKE",36,"Male",2,"Yes","n/a",6,1,2,"KIBOGA","KAPEKE",1,2,"No","n/a","n/a","n/a","Yes","70","1/1/2016","1/1/2016",40,20,15,"n/a","3","1","3","Yes","Yes",1100,1,1,40,0,0,40,0,0,0,0,10,400,1,1,50,0,0,0,0,0,0,0,10,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,1,0,0,0,1,1,0,1,2,"n/a",50,4,2,"Yes","Yes","Yes","09:00:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","40","50","0.5","Buyer","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","Yes","2500000","Yes","Exotitic cow","C"
"171","T_171","EN_20","9/10/2018","KIBOGA","KAPEKE",51,"Male",2,"Yes","n/a",12,2,5,"KIBOGA","KAPEKE",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2014","1/1/2014",100,20,10,"1","1","1","1","Yes","No",1200,1,10,200,0,0,40,0,0,0,0,4,1000,1,4,200,0,0,180,0,0,0,0,4,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,10,1,1,2,0,1,2,"n/a",50,3,4,"Yes","Yes","Yes","09:30:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","Yes","1000000","No","School fees","C"
"172","T_172","EN_20","9/10/2018","KIBOGA","KAPEKE",26,"Male",3,"Yes","n/a",4,1,1,"KIBOGA","KAPEKE",96,3,"No","n/a","n/a","n/a","Yes","0","1/1/2017","1/1/2018",0,10,10,"1","2","1","1","Yes","Yes",1200,1,4,150,0,10,130,0,0,0,0,1.5,800,1,10,200,0,20,180,0,0,0,5,1.5,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,3,1,0,2,1,1,3,"Yes",130,3,0.8,"Yes","Yes","Yes","07:30:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","C"
"173","T_173","EN_20","9/10/2018","KIBOGA","DWANIRO",20,"Male",4,"No","3",3,3,5,"KIBOGA","DWANIRO",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,5,5,"n/a","3","2","3","No","No",1150,1,1,42,0,0,42,0,0,0,0,10,1050,1,1,32,0,0,32,0,0,0,0,8,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,1,0,2,2,1,3,5,3,3,"No",30,3,2,"Yes","Yes","No","08:00:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","200","32","1","Seller","n/a","n/a","n/a","Yes","2","No","Yes","Yes","TRUE","FALSE","FALSE","FALSE","98","n/a","n/a","n/a","C"
"174","T_174","EN_11","9/11/2018","KIBOGA","DWANIRO",26,"Male",4,"No","3",20,2,2,"KIBOGA","DWANIRO",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2013","1/1/2013",30,6,2,"1","n/a","1","1","Yes","Yes",1200,1,10,150,0,0,150,0,0,0,0,5,400,1,20,200,0,0,200,0,0,0,0,10,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,15,2,1,1,1,1,3,"Yes",300,3,3,"Yes","Yes","Yes","09:10:00.000+03","n/a","n/a","n/a","1","2","4","2","1","n/a","n/a","n/a","n/a","200","200","30","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","Yes","6000000","Yes","Milk trading","C"
"175","T_175","EN_11","9/11/2018","KIBOGA","DWANIRO",18,"Male",4,"No","3",17,96,96,"KIBOGA","DWANIRO",1,1,"Yes","FALSE","TRUE","FALSE","No","n/a","1/1/2016","1/1/2016",30,8,3,"1","n/a","1","1","Yes","Yes",1400,1,6,60,0,0,1,0,0,0,0,5,800,1,11,72,0,0,1,0,0,0,0,7,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,4,0,1,1,1,1,2,"n/a",80,3,2,"Yes","Yes","Yes","09:30:00.000+03","n/a","n/a","n/a","1","1","4","1","1","n/a","n/a","n/a","n/a","100","72","4","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","C"
"176","T_176","EN_11","9/11/2018","KIBOGA","DWANIRO",27,"Male",4,"No","3",9,2,5,"KIBOGA","DWANIRO",1,1,"No","n/a","n/a","n/a","Yes","70","1/1/2015","1/1/2015",70,3,2,"1","n/a","1","1","Yes","Yes",1200,1,8,130,130,0,130,0,0,0,0,10,850,1,9,200,0,0,200,0,0,0,0,10,1,"2","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",0,0,0,17,1,0,1,0,1,3,"Yes",220,3,3,"Yes","Yes","Yes","09:00:00.000+03","n/a","n/a","n/a","1","96","4","1","1","n/a","n/a","n/a","n/a","100","200","8","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","No","n/a","n/a","n/a","C"
"177","T_177","EN_6","9/10/2018","KIBOGA","KAPEKE",38,"Male",4,"Yes","n/a",8,4,5,"KIBOGA","KAPEKE",3,3,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",100,100,80,"3","1","1","2","Yes","No",1100,1,1,14,0,4,10,0,0,0,0,2,700,1,1,26,0,6,20,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,2,0,0,2,4,2,1,"n/a",999,3,2,"Yes","Yes","Yes","09:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"178","T_178","EN_11","9/11/2018","KIBOGA","DWANIRO",30,"Male",2,"Yes","n/a",4,1,5,"KIBOGA","DWANIRO",1,1,"Yes","FALSE","FALSE","TRUE","No","n/a","1/1/2014","1/1/2017",60,80,3,"1","n/a","1","1","No","Yes",1300,1,4,80,0,0,80,0,0,0,0,3,800,1,6,150,0,0,150,0,0,0,0,5,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,5,0,1,1,1,1,2,"n/a",80,3,1,"Yes","Yes","Yes","08:09:00.000+03","n/a","n/a","n/a","96","96","4","2","2","n/a","n/a","n/a","n/a","100","120","5","Yes","2","Yes","Yes","Yes","FALSE","TRUE","FALSE","FALSE","No","n/a","n/a","n/a","C"
"179","T_179","EN_15","9/10/2018","KIBOGA","DWANIRO",45,"Male",2,"Yes","n/a",14,1,2,"KIBOGA","KAPEKE",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2000","1/1/2000",80,3,5,"1","2","1","1","Yes","Yes",1200,1,3,250,0,0,999,0,0,0,0,0,1100,1,2,400,0,0,999,0,0,0,0,5,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,0,0,20,2,0,2,0,1,3,"Yes",300,3,7,"Yes","Yes","Yes","08:30:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","No","Yes","Yes","TRUE","FALSE","FALSE","FALSE","Yes","200000","Yes","SCHOOL FEES","C"
"180","T_180","EN_15","9/10/2018","KIBOGA","DWANIRO",22,"Male",2,"No","3",10,2,2,"KIBOGA","DWANIRO",3,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2014",100,4,6,"n/a","1","1","1","Yes","Yes",1000,1,5,250,0,0,999,0,0,0,0,0,600,1,5,300,0,0,999,0,0,0,0,1,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,3,2,1,1,1,1,3,"No",300,3,4,"Yes","Yes","Yes","21:00:00.000+03","1","4","2","n/a","n/a","n/a","n/a","n/a","100","300","1.5","Seller","n/a","n/a","n/a","Yes","1","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","Yes","4000000","Yes","Bought a motorcycle","C"
"181","T_181","EN_6","9/10/2018","KIBOGA","KAPEKE",22,"Male",4,"No","3",12,1,2,"KIBOGA","KAPEKE",3,2,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",100,999,20,"n/a","1","1","1","Yes","Yes",1100,1,4,170,70,0,90,0,0,0,0,10,600,1,8,300,120,0,160,0,0,0,10,10,1,"1","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",5,0,0,0,1,0,2,3,2,3,"Yes",200,3,3,"Yes","Yes","Yes","09:30:00.000+03","1","4","3","n/a","n/a","n/a","n/a","n/a","75","1","8","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","Yes","1000000","Yes","Bought cows","C"
"182","T_182","EN_6","9/10/2018","KIBOGA","KAPEKE",21,"Male",1,"No","4",6,1,5,"KIBOGA","KAPEKE",3,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,999,999,"n/a","1","2","2","No","No",999,1,999,999,999,999,999,999,999,999,999,999,996,1,999,999,999,999,999,999,999,999,999,999,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,0,0,0,2,0,1,0,1,3,"Yes",100,3,1,"Yes","Yes","Yes","09:30:00.000+03","1","4","2","n/a","n/a","n/a","n/a","n/a","999","100","2","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"183","T_183","EN_6","9/10/2018","KIBOGA","KAPEKA",18,"Male",96,"No","4",12,96,5,"KIBOGA","KAPEKE",3,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,999,999,"n/a","1","2","2","No","Yes",1200,1,1,90,0,0,80,0,0,0,0,10,1000,1,1,170,0,0,150,0,0,0,0,10,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,0,1,0,0,2,3,3,"Yes",95,3,1,"Yes","Yes","Yes","09:30:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","999","95","4","Buyer","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"184","T_184","EN_6","9/10/2018","KIBOGA","KAPEKE",21,"Male",2,"No","3",10,3,3,"KIBOGA","KAPEKE",3,2,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",100,999,20,"n/a","1","2","1","Yes","No",1000,1,10,70,0,0,70,0,0,0,0,10,1000,1,15,200,0,0,200,0,0,0,0,999,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,1,1,1,0,2,2,3,"Yes",100,3,2,"Yes","Yes","Yes","09:00:00.000+03","2","5","1","n/a","n/a","n/a","n/a","n/a","999","100","23","Buyer","n/a","n/a","n/a","Yes","1","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"185","T_185","EN_6","9/10/2018","KIBOGA","KAPEKE",30,"Male",4,"Yes","n/a",7,1,2,"KIBOGA","KAPEKE",3,2,"No","n/a","n/a","n/a","No","n/a","1/1/2001","1/1/2001",100,999,10,"n/a","1","2","1","Yes","Yes",1000,1,5,160,0,0,150,0,0,0,0,10,700,1,10,380,0,0,200,170,0,0,0,10,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,0,0,0,1,0,2,0,1,3,"Yes",200,3,17,"Yes","Yes","Yes","07:43:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","999","200","999","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","TRUE","FALSE","FALSE","No","n/a","n/a","n/a","C"
"186","T_186","EN_6","9/10/2018","KIBOGA","KAPEKE",28,"Male",1,"Yes","n/a",6,2,2,"KIBOGA","KAPEKE",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2010","1/1/2013",100,999,999,"n/a","1","2","1","Yes","Yes",1100,1,10,400,0,0,40,0,0,0,0,0,700,1,10,80,0,0,70,0,0,0,0,10,1,"1","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",4,1,0,1,1,0,2,0,1,3,"Yes",200,3,5,"Yes","Yes","Yes","07:30:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","70","1","6","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","TRUE","FALSE","FALSE","Yes","5000000","Yes","Buyingmilk cans 
Repairing motorcycle","C"
"187","T_187","EN_5","9/10/2018","KIBOGA","KAPEKE",24,"Male",5,"No","3",7,1,2,"KIBOGA","KAPEKE",96,3,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,999,8,"2","2","2","1","No","Yes",900,1,3,17,0,0,17,0,0,0,0,8,600,1,3,20,0,0,20,0,0,0,0,8,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,1,0,0,0,1,1,0,1,2,"n/a",50,3,2,"Yes","Yes","Yes","08:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","Yes","200000","Yes","Was for part_payment on milk can ","C"
"188","T_188","EN_5","9/10/2018","KIBOGA","KAPEKE ",40,"Male",1,"Yes","n/a",6,1,2,"KIBOGA","KAPEKE ",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2014","1/1/2014",100,10,2,"2","2","1","1","No","No",1000,1,3,20,0,0,5,15,0,0,0,4,600,1,5,30,0,0,10,20,0,0,0,5,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,0,0,0,0,1,1,0,1,2,"n/a",100,1,4,"Yes","Yes","Yes","10:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","No","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"189","T_189","EN_5","9/10/2018","KIBOGA","KAPEKE",23,"Male",2,"No","3",5,1,2,"KYANKWANZI","WATUBA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",0,20,15,"n/a","1","1","1","No","No",900,1,3,39,0,0,39,0,0,0,0,5,1100,1,3,50,0,0,50,0,0,0,0,5,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,3,0,1,2,0,1,2,"n/a",80,3,1,"Yes","Yes","Yes","08:00:00.000+03","96","4","1","n/a","n/a","n/a","n/a","n/a","170","650","17","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","Yes","150000","No","Used to pay costs of treatment ","C"
"190","T_190","EN_16","9/10/2018","KIBOGA","KAPEKE",20,"Male",2,"No","3",6,2,5,"KIBOGA","KAPEKE",1,3,"Yes","FALSE","FALSE","TRUE","Yes","30","1/1/2014","1/1/2014",100,7,5,"2","1","1","1","Yes","Yes",1000,1,5,85,0,0,80,0,0,0,0,5,700,1,5,150,0,0,145,0,0,0,0,5,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,5,1,1,1,0,0,3,"No",100,3,3.5,"Yes","Yes","Yes","09:35:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","No","Yes","TRUE","FALSE","FALSE","FALSE","Yes","800000","Yes","Added on what i had, to purchase a motorbike to help in transporting milk.","C"
"191","T_191","EN_21","9/10/2018","KIBOGA","DWANIRO",48,"Male",3,"Yes","n/a",4,2,5,"KIBOGA","DWANIRO",3,2,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",50,5,10,"n/a","1","1","2","Yes","Yes",1000,1,10,210,0,0,200,0,0,0,0,5,500,1,10,320,0,0,200,0,0,0,0,5,1,"96","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",3,0,0,4,1,0,1,1,0,3,"No",200,3,3,"Yes","Yes","Yes","08:32:00.000+03","1","4","2","n/a","n/a","n/a","n/a","n/a","100","100","16","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"192","T_192","EN_21","9/10/2018","KIBOGA","DWANIRO",26,"Male",2,"Yes","n/a",6,2,2,"KIBOGA","BUSHURU",3,3,"No","n/a","n/a","n/a","No","n/a","1/1/2010","1/1/2011",35,50,6,"1","1","1","3","Yes","Yes",1300,1,15,280,0,0,200,0,0,0,0,5,800,1,10,350,0,0,200,0,0,0,0,8,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,0,0,0,1,0,1,1,1,3,"No",200,3,6,"Yes","Yes","Yes","09:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a","C"
"193","T_193","EN_21","9/10/2018","KIBOGA","DWANIRO",26,"Male",4,"Yes","n/a",11,2,5,"KYANKWANZI","BUKWIRI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2010","1/1/2006",78,20,10,"n/a","1","1","3","No","Yes",1100,1,1,30,0,0,27,0,2,0,0,1,600,96,1,38,0,0,34,0,5,0,0,3,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,3,0,1,1,0,0,2,"n/a",40,3,9,"Yes","Yes","Yes","09:00:00.000+03","1","4","3","n/a","n/a","n/a","n/a","n/a","100","20","11","Buyer","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","Yes","100000","No","Taking care of patients (sick boy)","C"
"194","T_194","EN_21","9/10/2018","KIBOGA","DWANIRO",17,"Male",4,"No","3",6,2,2,"KIBOGA","DWANIRO",3,3,"Yes","TRUE","TRUE","FALSE","Yes","68","1/1/2017","1/1/2017",45,4,3,"1","2","1","2","Yes","No",900,96,1,100,30,10,60,0,5,0,0,3,999,96,1,400,100,50,200,0,0,0,0,5,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",5,0,0,0,1,0,1,1,1,3,"No",150,3,1,"Yes","Yes","No","07:30:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","Yes","3000000","Yes","Farming (maize growth)","C"
"195","T_195","EN_22","9/10/2018","KIBOGA","KAPEEKE",27,"Male",6,"No","3",11,1,2,"KIBOGA","KAPEEKE",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",100,8,3,"3","2","2","2","Yes","Yes",1100,1,4,200,0,0,200,0,0,0,0,0,600,1,4,250,0,0,200,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,0,0,4,1,0,1,0,0,3,"Yes",170,3,2,"Yes","Yes","Yes","08:30:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","TRUE","Yes","300000","Yes","Service motorbike, bought milk can","C"
"196","T_196","EN_21","9/10/2018","KIBOGA","DWANIRO",23,"Male",4,"No","3",4,2,2,"KIBOGA","DWANIRO",3,1,"Yes","FALSE","TRUE","FALSE","No","n/a","1/1/2012","1/1/2012",45,4,3,"1","n/a","1","3","Yes","Yes",1200,1,1,68,0,0,60,0,5,0,0,3,800,1,1,120,0,0,120,0,0,0,0,3,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,2,1,1,1,1,1,3,"Yes",120,3,6,"Yes","Yes","Yes","09:00:00.000+03","n/a","n/a","n/a","1","1","4","3","3","n/a","n/a","n/a","n/a","150","120","2.3","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","Yes","1500000","No","Water tank for pumping water for cows ","C"
"197","T_197","EN_22","9/10/2018","KIBOGA","KAPEKE",28,"Male",5,"Yes","n/a",13,1,2,"KIBOGA","KYAYIMBA",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",100,35,20,"2","2","2","3","Yes","Yes",900,1,8,120,0,0,120,0,0,0,0,0,700,1,8,210,0,0,200,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,1,0,0,4,1,1,0,0,3,"Yes",240,3,3,"Yes","Yes","Yes","09:40:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","TRUE","Yes","3500000","Yes","Bought cans, service motor bike","C"
"198","T_198","EN_4","9/10/2018","KIBOGA","KAPEKE",25,"Male",4,"No","3",10,2,2,"KIBOGA","KAPEKE",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",30,40,25,"1","n/a","1","1","Yes","Yes",1100,1,25,230,0,0,200,0,0,0,0,10,900,1,25,400,0,0,200,0,0,0,0,10,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",5,0,0,0,3,0,1,2,2,3,"Yes",250,3,4,"Yes","Yes","Yes","10:00:00.000+03","n/a","n/a","n/a","1","1","4","1","1","n/a","n/a","n/a","n/a","100","250","5","Yes","2","Yes","Yes","Yes","TRUE","FALSE","TRUE","FALSE","Yes","2000000","No","Buying cattle","C"
